customer_id,first_name,last_name,street,city,state,zip,closest_store_id,closest_store_distance,latitude,longitude,closest_station,closest_station_distance,blue_betweenness,blue_closeness_centrality,blue_degree_centrality,blue_harmonic,blue_wasserman,gray_betweenness,gray_closeness_centrality,gray_degree_centrality,gray_harmonic,gray_wasserman,green_betweenness,green_closeness_centrality,green_degree_centrality,green_harmonic,green_wasserman,orange_betweenness,orange_closeness_centrality,orange_degree_centrality,orange_harmonic,orange_wasserman,red_betweenness,red_closeness_centrality,red_degree_centrality,red_harmonic,red_wasserman,yellow_betweenness,yellow_closeness_centrality,yellow_degree_centrality,yellow_harmonic,yellow_wasserman
11,Sybille,Vipan,75841 2nd Hill,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
12,Genevieve,Roughey,129 Katie Street,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
13,Artie,Brandes,3744 Troy Circle,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
14,Matilda,Keynes,73 Grayhawk Park,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
15,Carmina,Wandrey,96472 Stephen Alley,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
16,Tailor,Ades,50 Union Center,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
17,Davidson,Stapleton,5 2nd Way,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
18,Julio,Vearncomb,600 Crownhardt Drive,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
19,Alysa,Laight,8 Sunfield Hill,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
20,Ragnar,Keeping,3 Iowa Avenue,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
21,Kara,Faulder,2928 Aberg Drive,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
22,Edie,Wholesworth,9393 Crescent Oaks Parkway,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
23,Laurene,Righy,85651 Daystar Pass,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
24,Elvyn,Rucklesse,38 Becker Center,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
25,Theodore,Knaggs,25 Katie Center,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
26,Putnam,Heaford,471 Knutson Place,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
27,Richart,Scimonelli,8 Mallard Way,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
28,Janith,Balbeck,45917 Red Cloud Way,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
29,Wainwright,Armatage,4050 Mccormick Crossing,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
30,Gherardo,Iacovone,489 Continental Way,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
31,Yovonnda,Orhrt,6738 Bayside Hill,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
32,Giffard,Grayne,303 Debs Center,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
33,Tiffi,Raywood,1 Brown Point,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
34,Melloney,Bernet,1 Northfield Circle,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
35,Leilah,Henner,2 Prairie Rose Avenue,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
36,La verne,Deniscke,32 Lyons Avenue,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
37,Konstance,Divina,84 Brentwood Parkway,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
38,Cassaundra,Sadat,7301 Corscot Parkway,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
39,Garnet,Pearne,701 Tomscot Park,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
40,Nadiya,Wearing,65 Jenna Way,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
41,Camile,Lorrain,93240 Messerschmidt Road,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
42,Rebekkah,Alywen,9533 Sloan Circle,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
43,Byrom,Lawlor,6 Dixon Avenue,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
44,Clemente,Burles,4 Monument Park,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
45,Arnaldo,Bampkin,802 Stone Corner Drive,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
46,Silvano,Satyford,77 Veith Plaza,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
47,Vasilis,Seilmann,154 Vermont Plaza,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
48,Carey,Betjes,33327 Warner Alley,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
49,Kassie,Scholtis,8 Northview Point,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
50,Renault,Gunstone,7827 Northwestern Court,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
51,Claybourne,de Banke,30 Erie Parkway,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
52,Dulcinea,Fernier,92 Oneill Pass,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
53,Agnella,Hattrick,607 Old Gate Place,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
54,Lilllie,Giblett,54066 Ronald Regan Center,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
55,Hermann,Teideman,54 American Circle,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
56,Elvira,Mockett,305 Crescent Oaks Circle,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
57,Gertrude,Cook,846 Morrow Hill,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
58,Brewster,Morriss,4202 8th Crossing,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
59,Emmi,Phythien,1277 Gerald Park,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
60,Ivar,Sieghart,66 Express Plaza,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
61,Hi,Bool,177 Colorado Drive,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
62,Joelynn,Brotherick,37 Dahle Court,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
63,Dougy,Ricioppo,6145 Sage Hill,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
64,Aylmer,Flew,1 Hooker Plaza,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
65,Angel,Cobbin,37892 Springs Avenue,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
66,Donaugh,Danilishin,943 Truax Circle,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
67,Lanni,Pickavant,481 Moose Pass,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
68,Torrie,Paike,2 Jenifer Point,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
69,Hyman,McCotter,8234 Katie Pass,Oakland,CA,94609,1,1,37.8343,-122.2643,MacArthur,0.45,,,,,,,,,,,,,,,,5584.833333333334,0.11976487876561352,5.0,0.14059741042963905,0.09165105745913148,3596.3333333333335,0.1196769456681351,5.0,0.14032698445498776,0.0915837659338311,6535.833333333333,0.12038404726735598,5.0,0.1407664901761836,0.09212488124215505
